Journal title,ISSN,eISSN,Publisher name,Publisher address,Languages,Web of Science Categories
RENDICONTI LINCEI-MATEMATICA E APPLICAZIONI,1120-6330,1720-0768,EUROPEAN MATHEMATICAL SOC-EMS,"PUBLISHING HOUSE GMBH INST MATHEMATIK TECHNISCHE UNIV BERLIN STRASSE 17, JUNI 136, BERLIN, Germany, 10623",English,"Mathematics, Applied | Mathematics"
RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI,2037-4631,1720-0776,SPRINGER-VERLAG ITALIA SRL,"VIA DECEMBRIO, 28, MILAN, ITALY, 20137",English,Multidisciplinary Sciences
RENEWABLE AGRICULTURE AND FOOD SYSTEMS,1742-1705,1742-1713,CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",English,"Agriculture, Multidisciplinary"
RENEWABLE ENERGY,0960-1481,1879-0682,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",English,Green & Sustainable Science & Technology | Energy & Fuels
RENEWABLE & SUSTAINABLE ENERGY REVIEWS,1364-0321,1879-0690,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",English,Green & Sustainable Science & Technology | Energy & Fuels
REPORTS ON MATHEMATICAL LOGIC,0137-2904,0137-2904,"JAGIELLONIAN UNIV, THEORETICAL COMPUTER SCIENCE DEPT","LOJASIEWICZA 6, KRAKOW, POLAND, 30-348",English,Mathematics | Logic
REPORTS ON MATHEMATICAL PHYSICS,0034-4877,1879-0674,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",English,"Physics, Mathematical"
REPORTS ON PROGRESS IN PHYSICS,0034-4885,1361-6633,IOP PUBLISHING LTD,"TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE",English,"Physics, Multidisciplinary"
REPRESENTATION THEORY,1088-4165,1088-4165,AMER MATHEMATICAL SOC,"201 CHARLES ST, PROVIDENCE, USA, RI, 02940-2213",English,Mathematics
REPRODUCTION,1470-1626,1741-7899,BIOSCIENTIFICA LTD,"STARLING HOUSE, 1600 BRISTOL PARKWAY N, BRISTOL, England, BS34 8YU",English,Developmental Biology | Reproductive Biology
REPRODUCTION FERTILITY AND DEVELOPMENT,1031-3613,1448-5990,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, AUSTRALIA, VIC, 3168",English,Developmental Biology | Reproductive Biology | Zoology
REPRODUCTION IN DOMESTIC ANIMALS,0936-6768,1439-0531,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Multi-Language,"Agriculture, Dairy & Animal Science | Reproductive Biology | Veterinary Sciences"
REPRODUCTIVE BIOLOGY,1642-431X,2300-732X,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",English,Reproductive Biology
REPRODUCTIVE BIOLOGY AND ENDOCRINOLOGY,,1477-7827,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Endocrinology & Metabolism | Reproductive Biology
REPRODUCTIVE BIOMEDICINE ONLINE,1472-6483,1472-6491,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",English,Obstetrics & Gynecology | Reproductive Biology
REPRODUCTIVE HEALTH,,1742-4755,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,"Public, Environmental & Occupational Health"
REPRODUCTIVE MEDICINE AND BIOLOGY,1445-5781,1447-0578,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Obstetrics & Gynecology | Reproductive Biology
REPRODUCTIVE SCIENCES,1933-7191,1933-7205,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",English,Obstetrics & Gynecology | Reproductive Biology
REPRODUCTIVE TOXICOLOGY,0890-6238,1873-1708,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",English,Reproductive Biology | Toxicology
REQUIREMENTS ENGINEERING,0947-3602,1432-010X,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",English,"Computer Science, Information Systems | Computer Science, Software Engineering"
RESEARCH,2096-5168,2639-5274,AMER ASSOC ADVANCEMENT SCIENCE,"1200 NEW YORK AVE, NW, WASHINGTON, USA, DC, 20005",English,Multidisciplinary Sciences
RESEARCH AND PRACTICE IN THROMBOSIS AND HAEMOSTASIS,,2475-0379,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Hematology | Peripheral Vascular Diseases
RESEARCH AND THEORY FOR NURSING PRACTICE,1541-6577,1945-7286,SPRINGER PUBLISHING CO,"11 WEST 42ND STREET, NEW YORK, USA, NY, 10036",English,Nursing
RESEARCH IN ASTRONOMY AND ASTROPHYSICS,1674-4527,2397-6209,"NATL ASTRONOMICAL OBSERVATORIES, CHIN ACAD SCIENCES","20A DATUN RD, CHAOYANG, BEIJING, PEOPLES R CHINA, 100012",English,Astronomy & Astrophysics
RESEARCH IN ENGINEERING DESIGN,0934-9839,1435-6066,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",English,"Engineering, Multidisciplinary | Engineering, Industrial | Engineering, Manufacturing"
RESEARCH IN GERONTOLOGICAL NURSING,1940-4921,1938-2464,SLACK INC,"6900 GROVE RD, THOROFARE, USA, NJ, 08086",English,Nursing
RESEARCH IN MICROBIOLOGY,0923-2508,1769-7123,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",English,Microbiology
RESEARCH IN NONDESTRUCTIVE EVALUATION,0934-9847,1432-2110,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",English,"Materials Science, Characterization, Testing"
RESEARCH IN NURSING & HEALTH,0160-6891,1098-240X,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Nursing
RESEARCH IN SPORTS MEDICINE,1543-8627,1543-8635,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Sport Sciences
RESEARCH IN THE MATHEMATICAL SCIENCES,2522-0144,2197-9847,SPRINGER INT PUBL AG,"GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330",English,Mathematics
RESEARCH IN VETERINARY SCIENCE,0034-5288,1532-2661,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",English,Veterinary Sciences
RESEARCH ON CHEMICAL INTERMEDIATES,0922-6168,1568-5675,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",English,"Chemistry, Multidisciplinary"
RESEARCH QUARTERLY FOR EXERCISE AND SPORT,0270-1367,2168-3824,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",English,Psychology | Sport Sciences
RESEARCH SYNTHESIS METHODS,1759-2879,1759-2887,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Mathematical & Computational Biology | Multidisciplinary Sciences
RESEARCH-TECHNOLOGY MANAGEMENT,0895-6308,1930-0166,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",English,"Engineering, Industrial"
RESOURCE GEOLOGY,1344-1698,1751-3928,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Geology | Mineralogy
RESOURCES CONSERVATION AND RECYCLING,0921-3449,1879-0658,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Multi-Language,"Engineering, Environmental | Environmental Sciences"
RESPIRATION,0025-7931,1423-0356,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",English,Respiratory System
RESPIRATORY CARE,0020-1324,1943-3654,DAEDALUS ENTERPRISES INC,"9425 N MAC ARTHUR BLVD, STE 100, IRVING, USA, TX, 75063-4706",English,Critical Care Medicine | Respiratory System
RESPIRATORY MEDICINE,0954-6111,1532-3064,W B SAUNDERS CO LTD,"32 JAMESTOWN RD, LONDON, ENGLAND, NW1 7BY",English,Cardiac & Cardiovascular System | Respiratory System
RESPIRATORY MEDICINE AND RESEARCH,,2590-0412,ELSEVIER,"685 ROUTE 202-206, BRIDGEWATER, USA, NJ, 08807",Multi-Language,Respiratory System
RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY,1569-9048,1878-1519,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",English,Physiology | Respiratory System
RESPIRATORY RESEARCH,,1465-993X,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Respiratory System
RESPIROLOGY,1323-7799,1440-1843,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Respiratory System
RESTORATION ECOLOGY,1061-2971,1526-100X,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Ecology
RESTORATIVE NEUROLOGY AND NEUROSCIENCE,0922-6028,1878-3627,IOS PRESS,"NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG",English,Neurosciences
RESULTS IN MATHEMATICS,1422-6383,1420-9012,SPRINGER BASEL AG,"PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052",English,"Mathematics, Applied | Mathematics"
RESULTS IN PHYSICS,2211-3797,2211-3797,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",English,"Materials Science, Multidisciplinary | Physics, Multidisciplinary"
RESUSCITATION,0300-9572,1873-1570,ELSEVIER IRELAND LTD,"ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000",English,Critical Care Medicine | Emergency Medicine
RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES,0275-004X,1539-2864,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",English,Ophthalmology
RETROVIROLOGY,,1742-4690,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Virology
REVIEW OF PALAEOBOTANY AND PALYNOLOGY,0034-6667,1879-0615,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Multi-Language,Plant Sciences | Paleontology
REVIEW OF SCIENTIFIC INSTRUMENTS,0034-6748,1089-7623,AIP PUBLISHING,"1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501",English,"Instruments & Instrumentation | Physics, Applied"
REVIEW OF SYMBOLIC LOGIC,1755-0203,1755-0211,CAMBRIDGE UNIV PRESS,"32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473",English,"Mathematics, Applied | Mathematics | Logic"
REVIEWS IN ANALYTICAL CHEMISTRY,0793-0135,2191-0189,DE GRUYTER POLAND SP Z O O,"BOGUMILA ZUGA 32A STR, WARSAW, Poland, MAZOVIA, 01-811",English,"Chemistry, Analytical"
REVIEWS IN AQUACULTURE,1753-5123,1753-5131,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Fisheries
REVIEWS IN CARDIOVASCULAR MEDICINE,1530-6550,2153-8174,IMR PRESS,"112 ROBINSON RD, ROBINSON, Singapore, 112",English,Cardiac & Cardiovascular System
REVIEWS IN CHEMICAL ENGINEERING,0167-8299,2191-0235,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",English,"Engineering, Chemical"
REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,1389-9155,1573-2606,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",English,Endocrinology & Metabolism
REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,1569-1705,1572-9826,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",English,Biotechnology & Applied Microbiology | Environmental Sciences
REVIEWS IN FISH BIOLOGY AND FISHERIES,0960-3166,1573-5184,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",English,Fisheries | Marine & Freshwater Biology
REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,2330-8249,2330-8257,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",English,Fisheries
REVIEWS IN INORGANIC CHEMISTRY,0193-4929,2191-0227,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",English,"Chemistry, Inorganic & Nuclear"
REVIEWS IN MATHEMATICAL PHYSICS,0129-055X,1793-6659,WORLD SCIENTIFIC PUBL CO PTE LTD,"5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224",English,"Physics, Mathematical"
REVIEWS IN MEDICAL VIROLOGY,1052-9276,1099-1654,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Virology
REVIEWS IN THE NEUROSCIENCES,0334-1763,2191-0200,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",English,Neurosciences
REVIEWS OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,0179-5953,2197-6554,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",Multi-Language,Environmental Sciences | Toxicology
REVIEWS OF GEOPHYSICS,8755-1209,1944-9208,AMER GEOPHYSICAL UNION,"2000 FLORIDA AVE NW, WASHINGTON, USA, DC, 20009",English,Geochemistry & Geophysics
REVIEWS OF MODERN PHYSICS,0034-6861,1539-0756,AMER PHYSICAL SOC,"ONE PHYSICS ELLIPSE, COLLEGE PK, USA, MD, 20740-3844",English,"Physics, Multidisciplinary"
REVIEWS ON ADVANCED MATERIALS SCIENCE,1606-5131,1605-8127,DE GRUYTER POLAND SP Z O O,"BOGUMILA ZUGA 32A STR, WARSAW, Poland, MAZOVIA, 01-811",English,"Nanoscience & Nanotechnology | Materials Science, Multidisciplinary"
REVIEWS ON ENVIRONMENTAL HEALTH,0048-7554,2191-0308,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",English,"Environmental Sciences | Public, Environmental & Occupational Health"
REVISTA ARGENTINA DE MICROBIOLOGIA,0325-7541,1851-7617,ASOCIACION ARGENTINA MICROBIOLOGIA,"BULNES 44  PB   B, BUENOS AIRES, ARGENTINA, 00000","English, Spanish",Microbiology
REVISTA ARVORE,0100-6762,1806-9088,UNIV FEDERAL VICOSA,"CAIXA POSTAL 270, VICOSA, BRAZIL, MG, CEP 36571-00","Portuguese, English, Spanish",Forestry
REVISTA BRASILEIRA DE CIENCIA DO SOLO,0100-0683,1806-9657,SOC BRASILEIRA DE CIENCIA DO SOLO,"C P 231, VICOSA, BRAZIL, MG, BR-36571-000","English, Portuguese",Soil Science
REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL,1415-4366,1807-1929,UNIV FEDERAL CAMPINA GRANDE,"RUA APRIGIO VELOSO 882, BODO CONGO, CAMPINA GRANDE PB, BRAZIL, 58109 090","English, Portuguese, Spanish",Agricultural Engineering
REVISTA BRASILEIRA DE ENTOMOLOGIA,0085-5626,1806-9665,SOC BRASILEIRA ENTOMOLOGIA,"CAIXA POSTAL 19030, CURITIBA, BRAZIL, PR, 81531-980",English,Entomology
REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY,0102-695X,1981-528X,SPRINGERNATURE,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English, Portuguese","Chemistry, Medicinal | Pharmacology & Pharmacy"
REVISTA BRASILEIRA DE FRUTICULTURA,0100-2945,1806-9967,SOC BRASILEIRA FRUTICULTURA,"VIA ACESSO PROF PAULO DONATO CASTELLANE, S-N, JABOTICABAL SP, BRAZIL, 14884-900","Portuguese, English, Spanish",Horticulture
REVISTA BRASILEIRA DE MEDICINA DO ESPORTE,1517-8692,1806-9940,SOC BRASILEIRA MED ESPORTE,"AV BRIGADEIRO LUIS ANTONIO, 278, 6 AND, SAO PAULO SP, BRAZIL, 01318 901","Portuguese, English",Physiology | Sport Sciences
REVISTA BRASILEIRA DE PALEONTOLOGIA,1519-7530,2236-1715,SOC BRASILEIRA PALEONTOLOGIA,"PPGEO UNISINOS, AV UNISINOS 950, SAO LEOPOLDO, BRAZIL, RS, 93022-000",Multi-Language,Paleontology
REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA,0103-846X,1984-2961,BRAZILIAN COLL VETERINARY PARASITOLOGY,"VIA ACESSO PROF PAULO DONATO CASTELLANS, S-Z, ZONA RURAL, JABOTICABAL, SAO PAULO, BRAZIL, CEP14884-900","English, Portuguese, Spanish",Parasitology | Veterinary Sciences
REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE,1516-3598,1806-9290,REVISTA BRASILEIRA ZOOTECNIA BRAZILIAN JOURNAL ANIMAL SCI,"UNIVERSIDADE FEDERAL VICOSA,, VICOSA-MG, BRAZIL, 36571-000","English, Portuguese, Spanish","Agriculture, Dairy & Animal Science | Veterinary Sciences"
REVISTA CAATINGA,0100-316X,1983-2125,UNIV FED RURAL SEMI-ARIDO-UFERSA,"PRO-REITORIA PESQUISA POS-GRADUACAO, BR 110 - KM 47 S-N, MOSSORO, BRAZIL, 59625-900","Portuguese, English",Agronomy
REVISTA CHAPINGO SERIE CIENCIAS FORESTALES Y DEL AMBIENTE,2007-3828,2007-4018,UNIV AUTONOMA CHAPINGO,"CUBICULO 113, CHAPINGO, EDO DE MEXICO, MEXICO, 56230","English, Spanish",Forestry
REVISTA CHILENA DE HISTORIA NATURAL,0716-078X,0717-6317,SOC BIOLGIA CHILE,"CASILLA 16164, SANTIAGO, CHILE, 9",English,Biodiversity Conservation | Ecology
REVISTA CHILENA DE INFECTOLOGIA,0716-1018,0717-6341,SOC CHILENA INFECTOLOGIA,"BERNARDA MORIN 488, 2 PISO, PROVIDENCIA, CHILE, SANTIAGO, 00000",Spanish,Infectious Diseases
REVISTA CIENCIA AGRONOMICA,0045-6888,1806-6690,"UNIV FEDERAL CEARA, DEPT GEOL","CAMPUS UNIV PICI, BLOCO 912, CX POSTAL 6027, FORTALEZA, BRAZIL, CEARA, 60451-970","Portuguese, English, Spanish","Agriculture, Multidisciplinary"
REVISTA CIENTIFICA-FACULTAD DE CIENCIAS VETERINARIAS,0798-2259,2521-9715,"UNIV ZULIA, FACULTAD CIENCIAS VETERINARIAS","UNIVERSIDAD DEL ZULIA, MARACAIBO, VENEZUELA,",Multi-Language,Veterinary Sciences
REVISTA CLINICA ESPANOLA,0014-2565,1578-1860,EDICIONES DOYMA S A,"TRAV DE GRACIA 17-21, BARCELONA, SPAIN, 08021",Spanish,"Medicine, General & Internal"
REVISTA COLOMBIANA DE CIENCIAS PECUARIAS,0120-0690,2256-2958,"UNIV ANTIOQUIA, FAC CIENCIAS AGRARIAS","CIUDADELA ROBLEDO, CARRERA 75 NO 65-87 OF 6-225, APARTADO AEREO 1226, MEDELLIN, COLOMBIA, 00000",English,"Agriculture, Dairy & Animal Science"
REVISTA COLOMBIANA DE ENTOMOLOGIA,0120-0488,0120-0488,SOC COLOMBIANA ENTOMOLOGIA-SOCOLEN,"APARTADO AEREO 11366, SANTAFE DE BOGOTA, COLOMBIA, D.C., 00000",Multi-Language,Entomology
REVISTA DA ASSOCIACAO MEDICA BRASILEIRA,0104-4230,1806-9282,ASSOC MEDICA BRASILEIRA,"RUA SAO CARLOS DO PINHAL 324, CAIXA POSTAL 8904, SAO PAULO, BRAZIL, SP, 01333-903","Portuguese, English, Spanish","Medicine, General & Internal"
REVISTA DA ESCOLA DE ENFERMAGEM DA USP,0080-6234,1980-220X,UNIV SAO PAOLO,"AV  DR ENEAS DE CARVALHO AGUIAR, 419, CERQUERA CESAR, BRAZIL, SP, 05403-000","Portuguese, English, Spanish",Nursing
REVISTA DA SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL,0037-8682,1678-9849,SOC BRASILEIRA MEDICINA TROPICAL,"UNIV BRASILIA, NUCLEO MEDICINA TROPICAL E NUTRICAO, CAIXA POSTAL 4356, BRASILIA, BRAZIL, DF, 70919-970","English, Portuguese, Spanish",Parasitology | Tropical Medicine
REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA,0717-3326,0718-1957,"UNIV VALPARAISO, FACULTY MARINE SCIENCES AND NATURAL RESOURCES","CASILLA 5080 - RENACA, VINA DEL MAR, Chile, 00000",Multi-Language,Marine & Freshwater Biology | Oceanography
REVISTA DE BIOLOGIA TROPICAL,0034-7744,2215-2075,REVISTA DE BIOLOGIA TROPICAL,"UNIVERSIDAD DE COSTA RICA CIUDAD UNIVERSITARIA, SAN JOSE, COSTA RICA, 00000","English, Spanish",Biology
REVISTA DE GEOGRAFIA NORTE GRANDE,0379-8682,0718-3402,"PONTIFICA UNIV CATOLICA CHILE, INST GEOGRAFIA","AV VICUNA MACKENNA 4860, SANTIAGO, CHILE, 00000",Spanish,"Geography, Physical"
REVISTA DE INVESTIGACION CLINICA-CLINICAL AND TRANSLATIONAL INVESTIGATION,0034-8376,2564-8896,INST NACIONAL NUTRICION,"VASCO DE QUIROZA 15, COLONIA SECCION XVI, TLALPAN, MEXICO, MEXICO, 14000 D F",Multi-Language,"Medicine, General & Internal"
REVISTA DE LA CONSTRUCCION,0718-915X,0718-915X,"PONTIFICIA UNIV CATOLICA CHILE, ESCUELA CONSTRUCCION CIVIL","AV VICUNA MACKENNA 4860, SANTIAGO, CHILE, 0000","English, Spanish","Construction & Building Technology | Engineering, Civil"
REVISTA DE LA FACULTAD DE AGRONOMIA DE LA UNIVERSIDAD DEL ZULIA,0378-7818,2477-9407,"UNIV ZULIA, FACULTAD AGRONOMIA","APARTADO 15205, MARACAIBO, VENEZUELA, ZU 4005",English,Agronomy
REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS,,1853-8665,"UNIV NACIONAL CUYO, FAC CIENCIAS AGRARIAS","ALMIRANTE BROWN 500, CHACRAS DE CORIA, ARGENTINA, MENDOZA, M5528AHB","Spanish, English","Agriculture, Multidisciplinary"
REVISTA DE LA REAL ACADEMIA DE CIENCIAS EXACTAS FISICAS Y NATURALES SERIE A-MATEMATICAS,1578-7303,1579-1505,SPRINGER-VERLAG ITALIA SRL,"VIA DECEMBRIO, 28, MILAN, ITALY, 20137",English,Mathematics
REVISTA DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA,0373-5680,1851-7471,SOC ENTOMOLOGICA ARGENTINA,"MUSEO DE LA PLATA, PASEO DEL BOSQUE, LA PLATA, ARGENTINA, 00000","English, Spanish",Entomology
REVISTA DE LA UNION MATEMATICA ARGENTINA,0041-6932,1669-9637,UNION MATEMATICA ARGENTINA,"UNIV BUENOS AIRES, DEPT MATEMATICA, INTENDENTE GUIRALDES 2160, CIUDAD UNIV, LA PLATA, ARGENTINA, 1900",English,"Mathematics, Applied | Mathematics"
REVISTA DE METALURGIA,0034-8570,1988-4222,CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC,"Editorial CSIC, C/VITRUVIO 8, MADRID, Spain, 28006","Spanish, English",Metallurgy & Metallurgical Engineering
REVISTA DE NEFROLOGIA DIALISIS Y TRASPLANTE,0326-3428,2346-8548,ASOC REGIONAL DIALISIS TRASPLANTES RENALES,"GASCON 88, BUENOS AIRES, ARGENTINA, C1181ABB",Spanish,Urology & Nephrology
REVISTA DE NEUROLOGIA,0210-0010,1576-6578,REVISTA DE NEUROLOGIA,"C/O CESAR VIGUERA, EDITOR, APDO 94121, BARCELONA, SPAIN, 08080",Spanish,Clinical Neurology
REVISTA DE NUTRICAO-BRAZILIAN JOURNAL OF NUTRITION,1415-5273,1678-9865,PONTIFICIA UNIVERSIDADE CATOLICA CAMPINAS,"NUCLEO EDITORACAO SBI-CCV, CAMPUS II AV JOHN BOYD DUNLOP S-N PREDIO ONTOLOGIA JD IPAUSSURAMA, CAMPINAS, Brazil, SP, 13060-904","Portuguese, English, Spanish",Nutrition & Dietetics
REVISTA DE PSIQUIATRIA Y SALUD MENTAL,1888-9891,1989-4600,ELSEVIER ESPANA SLU,"AV JOSEP TARRADELLAS, 20-30, 1ERA PLANTA, BARCELONA, SPAIN, CP-08029",Spanish,Psychiatry
REVISTA DE SAUDE PUBLICA,0034-8910,1518-8787,REVISTA DE SAUDE PUBLICA,"FACULDADE SAUDE PUBL DA USP, AV DR ARNALDO 715, SAO PAULO, BRAZIL, 01246-904SP","English, Portuguese, Spanish","Public, Environmental & Occupational Health"
REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO,0036-4665,1678-9946,INST MEDICINA TROPICAL SAO PAULO,"AV DR ENEAS CARVALHO DE AGUIAR, 470, C CESAR, SAO PAULO, BRAZIL, 05403-000","English, Portuguese",Infectious Diseases | Parasitology | Tropical Medicine
REVISTA ESPANOLA DE CARDIOLOGIA,1885-5857,1579-2242,EDICIONES DOYMA S A,"TRAV DE GRACIA 17-21, BARCELONA, SPAIN, 08021",Spanish,Cardiac & Cardiovascular System
REVISTA ESPANOLA DE ENFERMEDADES DIGESTIVAS,1130-0108,2340-4167,"ARAN EDICIONES, S A","CASTELLO, 128, MADRID, SPAIN, 28006","Spanish, English",Gastroenterology & Hepatology
REVISTA ESPANOLA DE MEDICINA NUCLEAR E IMAGEN MOLECULAR,2253-654X,2253-8070,ELSEVIER ESPANA SLU,"AV JOSEP TARRADELLAS, 20-30, 1ERA PLANTA, BARCELONA, SPAIN, CP-08029",Multi-Language,"Radiology, Nuclear Medicine & Medical Imaging"
REVISTA ESPANOLA DE QUIMIOTERAPIA,0214-3429,1988-9518,SOCIEDAD ESPANOLA QUIMIOTERAPIA,"UNIV COMPLUTENSE MADRID, MICROBIOLOGY DEPT, SCHOOL MEDICINE, AVDA COMPLUTENSE S/N, MADRID, SPAIN, 28040",Spanish,Microbiology | Pharmacology & Pharmacy
REVISTA FITOTECNIA MEXICANA,0187-7380,,SOC MEXICANA FITOGENETICA,"APARTADO POSTAL NO 21, CHAPINGO, MEXICO, ESTADO MEXICO, 56 230",Spanish,Agronomy
REVISTA IBEROAMERICANA DE AUTOMATICA E INFORMATICA INDUSTRIAL,1697-7912,1697-7920,"UNIV POLITECNICA VALENCIA, EDITORIAL UPV","CAMINO VERA S-N, VALENCIA, SPAIN, 46022",Spanish,Automation & Control Systems | Robotics
REVISTA IBEROAMERICANA DE MICOLOGIA,1130-1406,2173-9188,ASOCIACION ESPANOLA MICOLOGIA-AEM,"C/O DR GUILLERMO QUINDOS, EDITOR-IN-CHIEF, DEPT INMUNOLOGIA, MICROBIOLOGIA Y PARASITOLO, BILBAO, SPAIN, 00000",Multi-Language,Mycology
